lwage,yob,draftelig,veteran
4.9755998,50,1,0
5.4949999,50,0,0
5.9236002,50,0,1
5.7897,50,0,1
5.4292002,50,0,1
5.4249001,50,0,1
5.7094002,50,0,1
5.4303002,50,0,0
6.1437001,50,0,0
4.9236002,50,0,0
5.3920002,50,0,0
5.5602002,50,0,1
4.9622998,50,0,0
5.0359998,50,0,0
5.5956001,50,0,0
4.9622998,50,0,1
5.5184999,50,0,0
5.7832999,50,0,0
4.8929,50,0,0
5.7909002,50,0,1
5.8578,50,0,0
5.8822999,50,0,1
4.1392002,50,1,0
5.9776001,50,1,1
5.1293998,50,0,0
6.1589999,50,0,0
5.1293998,50,0,0
5.9840002,50,1,0
5.8132,50,0,0
5.9541998,50,0,1
5.1724,50,0,1
6.1163001,50,0,1
5.6280999,50,0,1
5.8227,50,0,0
4.0577998,50,0,1
6.1571002,50,0,0
6.0254002,50,0,0
4.6082001,50,0,0
5.8285999,50,1,0
5.8969002,50,0,1
4.9196,50,0,1
5.4187002,50,0,0
5.6932998,50,0,0
5.9854002,50,0,1
6.1276002,50,0,0
4.9373999,50,0,0
5.0401001,50,0,0
5.3650999,50,0,0
5.6238999,50,0,1
5.0250001,50,1,0
5.9717999,50,0,0
6.1918001,50,0,0
5.6238999,50,0,1
6.1753998,50,0,1
6.0426998,50,1,1
5.5678,50,0,0
5.5773001,50,0,1
3.2228999,50,0,0
4.3003001,50,0,0
5.2400999,50,0,0
5.7909002,50,0,0
6.3821001,50,0,0
5.8983998,50,0,0
4.8369002,50,1,0
6.0302,50,0,0
4.9754,50,0,0
5.5089002,50,0,1
6.1795998,50,0,0
6.0741,50,0,1
5.0493002,50,0,0
-.47690001,50,0,0
5.0641999,50,0,1
5.5050001,50,0,1
5.0665998,50,0,0
6.0377998,50,0,0
5.6128001,50,0,0
5.395,50,0,0
6.0882001,50,0,0
2.2786,50,1,1
5.3853998,50,0,1
5.4203,50,0,0
4.0479002,50,1,1
5.8031001,50,0,0
4.6294999,50,0,0
5.5602002,50,0,1
5.2591,50,1,1
5.8646002,50,0,0
5.6554999,50,0,0
5.6325002,50,0,0
5.7897,50,0,0
5.5444999,50,1,1
5.3079,50,1,0
5.8469,50,0,0
6.2705002,50,0,0
5.6205001,50,0,1
6.3035002,50,0,0
6.4664001,50,1,0
5.9001002,50,0,0
5.1536999,50,1,0
5.7198,50,0,0
5.3660002,50,0,1
4.5809999,50,1,0
5.6554999,50,1,0
5.2591,50,1,0
6.0580001,50,1,1
6.1194,50,0,0
5.5602002,50,0,0
5.987,50,1,0
5.0250001,50,0,0
5.3853998,50,1,0
5.8491001,50,0,1
5.5296998,50,0,0
4.6212001,50,0,0
5.3323002,50,1,1
5.9004002,50,0,1
5.5215001,50,0,1
5.8965998,50,0,0
5.4863,50,0,1
5.3660002,50,0,1
5.8849001,50,0,0
5.4840002,50,0,0
6.4664998,50,0,0
5.9268999,50,0,1
5.7420998,50,1,0
6.8080001,50,1,0
5.9881001,50,0,1
4.8157001,50,0,0
4.3439999,50,0,0
5.1483002,50,0,0
5.8091002,50,0,1
5.8579001,50,0,1
5.5215001,50,1,1
6.0907998,50,1,0
3.7228,50,1,0
2.6554,50,0,0
4.9306998,50,0,0
5.8023,50,1,0
5.8667998,50,1,1
5.3053999,50,0,1
5.4991999,50,0,0
6.3333998,50,1,0
5.8611002,50,0,0
5.3715,50,0,0
5.1341,50,0,0
5.7378001,50,1,1
6.0513,50,0,1
5.0409999,50,0,0
5.8649998,50,0,1
5.9467001,50,0,1
6.1255002,50,0,0
4.8214002,50,0,0
5.4232001,50,0,0
6.5218,50,0,1
6.0181999,50,0,1
4.6673002,50,0,0
5.5032001,50,1,1
6.3042002,50,0,0
5.9320002,50,1,0
5.7897,50,0,1
6.2617998,50,0,1
5.0037999,50,0,0
5.553,50,0,1
5.5874,50,0,1
3.8768001,50,1,0
6.0651999,50,1,1
5.2101998,50,0,0
5.5757999,50,1,1
6.0741,50,0,0
5.6039,50,0,0
4.8017998,50,0,1
5.5089002,50,0,1
5.3968,50,1,0
5.5602002,50,1,0
5.8965998,50,1,0
5.0250001,50,0,0
6.0630002,50,1,0
6.1956,50,0,1
5.0641999,50,1,0
5.7171998,50,0,0
5.3053999,50,0,0
5.4863,50,0,1
5.7181001,50,0,1
6.0254002,50,0,0
6.0760002,50,1,0
6.2076998,50,0,1
5.2591,50,1,0
6.2516999,50,1,0
5.9656,50,1,0
5.4184999,50,1,0
5.0641999,50,0,1
4.2522998,50,1,0
5.934,50,1,0
5.9103999,50,1,0
5.8225002,50,1,0
5.7094002,50,1,0
5.5808001,50,0,1
5.901,50,0,0
4.6766,50,0,0
5.8649998,50,1,1
4.7681999,50,0,0
5.0672998,50,0,0
5.9001002,50,0,0
4.8670001,50,0,0
3.901,50,0,0
4.2729001,50,0,0
5.1891999,50,0,0
6.0254002,50,0,0
5.3968,50,0,0
6.1753998,50,0,1
5.8771,50,0,0
5.8822999,50,0,0
5.2771001,50,0,0
5.0177002,50,0,0
4.0551,50,1,0
6.4447999,50,0,0
5.5089002,50,0,0
6.0882001,50,0,0
6.0458999,50,0,0
5.7248001,50,0,1
6.6736002,50,0,1
5.8931999,50,1,1
6.2217002,50,0,0
5.5538998,50,0,0
5.4903002,50,0,0
5.5602002,50,1,0
4.0144,50,1,0
5.4123001,50,0,0
5.6278,50,0,0
6.1237001,50,1,1
5.8285999,50,1,0
4.8237,50,1,1
4.7929001,50,1,0
5.6645999,50,1,1
5.5994,50,0,0
5.4948001,50,1,0
5.6552,50,0,0
5.1848001,50,0,0
4.7291999,50,1,0
5.7494998,50,0,0
5.9362001,50,0,0
5.2983999,50,0,0
5.7754002,50,0,0
3.6496999,50,1,0
3.9993999,50,0,1
6.1794,50,0,0
4.3671999,50,0,0
4.1998,50,0,0
5.3095002,50,1,0
5.7131,50,1,0
4.5232,50,0,1
5.5725002,50,0,0
5.1648002,50,1,0
5.1891999,50,0,1
6.2217002,50,0,0
5.1296,50,0,1
5.8797998,50,0,0
6.2282,50,0,1
5.8579001,50,0,0
5.5816002,50,0,0
4.9816999,50,1,0
3.9991,50,0,0
6.1794,50,0,0
4.9958,50,0,0
6.0302,50,0,0
5.8202,50,0,1
5.9861999,50,0,1
5.4945002,50,0,0
5.1034002,50,1,1
4.9101,50,0,0
5.7424998,50,0,0
5.6999002,50,1,0
5.7153001,50,1,0
5.7832999,50,0,0
5.0977998,50,0,0
5.3968,50,1,0
5.4548001,50,0,1
6.0302,50,0,0
6.2076998,50,0,0
4.3937998,50,0,0
5.4082999,50,1,1
6.7389998,50,1,0
6.0560999,50,0,0
5.3905001,50,0,0
5.6683002,50,0,1
5.8748002,50,0,1
5.0177002,50,0,0
6.2463999,50,0,0
6.0033002,50,0,0
5.4422002,50,0,0
5.2161999,50,0,1
5.9200001,50,0,0
5.4303999,50,0,1
5.8748999,50,0,0
6.3505001,50,0,0
4.9390001,50,0,0
5.1090999,50,1,1
5.7863998,50,1,1
5.4587002,50,0,1
4.2535,50,0,0
5.3053999,50,1,1
5.8225002,50,1,0
5.7832999,50,0,0
5.1536999,50,0,0
6.0254002,50,0,0
3.7114999,50,0,0
5.6974001,50,1,0
5.4559002,50,1,1
4.7617002,50,0,0
5.4232001,50,0,1
5.5409999,50,0,1
5.7153001,50,0,0
5.9656,50,0,0
6.2217002,50,0,0
6.0033002,50,0,0
5.4122,50,0,0
5.901,50,0,0
6.5249,50,0,0
5.2632999,50,0,0
4.9024,50,0,0
5.8133998,50,1,1
5.5556002,50,0,0
6.3425002,50,1,0
6.0254002,50,0,0
5.9200001,50,0,0
5.7340999,50,0,0
5.6645999,50,1,0
5.8576999,50,0,0
5.7269001,50,1,0
5.7516999,50,1,0
5.7424998,50,1,0
6.8727002,50,0,0
5.8578,50,1,1
5.1652999,50,0,0
5.2129002,50,1,0
5.9562998,50,0,0
5.4657998,50,1,0
5.9984999,50,0,0
4.8716002,50,0,0
1.0148,50,1,0
3.8069,50,0,0
4.0380998,50,0,1
5.4303999,50,0,0
5.6645999,50,1,0
5.3968,50,0,1
4.5808001,50,0,0
5.8822999,50,1,0
5.8133998,50,0,0
5.4303999,50,0,0
5.7315001,50,0,1
5.5956998,50,0,0
5.3656001,50,0,0
6.8190999,50,0,0
3.5136001,50,0,0
4.8494,50,1,0
5.5145998,50,0,1
6.0012002,50,1,1
6.4765,50,1,0
5.9521999,50,0,1
5.5602002,50,1,0
6.1346002,50,1,0
4.4319,50,1,0
3.5260999,50,1,0
6.7389998,50,1,0
5.5351,50,0,1
5.4902,50,0,0
6.2217002,50,1,1
6.2196002,50,0,0
5.8204002,50,0,0
4.6922998,50,1,0
5.7080998,50,1,1
5.934,50,0,0
5.7789001,50,0,0
5.3541999,50,1,0
4.9512,50,0,0
5.9656,50,1,0
5.7181001,50,1,0
4.6880999,50,1,0
5.6683002,50,0,0
5.6686001,50,1,1
5.3369999,50,1,0
5.9412999,50,0,1
5.7715001,50,0,0
5.2631001,50,1,0
5.5791001,50,0,0
4.5658998,50,1,0
5.3323002,50,0,0
4.8214002,50,0,0
5.5348001,50,1,1
5.1429,50,1,1
4.7104998,50,1,0
5.8399,50,0,0
5.7122002,50,0,1
5.5351,50,0,0
5.3808999,50,1,0
5.1985998,50,0,0
5.8934999,50,1,0
5.6128001,50,0,0
6.2282,50,1,0
5.9004002,50,0,0
5.6199002,50,0,0
3.5945001,50,0,0
5.5285001,50,0,0
5.8469,50,0,0
5.6016002,50,0,1
5.3808999,50,1,1
5.3966999,50,0,0
5.6199002,50,0,1
5.5152998,50,1,1
5.4123001,50,1,0
5.5970001,50,1,1
5.5297999,50,0,0
5.0328999,50,0,0
5.5749998,50,0,0
5.4863,50,0,0
4.7522998,50,0,1
6.1795998,50,1,1
4.4197998,50,1,0
3.6654999,50,0,1
6.6343999,50,0,0
5.2718,50,0,1
3.7894001,50,0,0
5.8225002,50,0,0
5.4232001,50,0,0
5.4954,50,1,0
5.9998999,50,0,1
5.3976002,50,1,1
5.3544002,50,0,0
4.3709998,50,1,0
5.0221,50,0,0
5.6876998,50,0,0
5.7181001,50,1,1
5.5901999,50,0,0
5.7315001,50,0,0
6.0169001,50,1,0
3.2967999,50,1,0
4.3709998,50,0,0
6.2543001,50,0,0
5.1687999,50,1,0
6.8502998,50,0,0
6.0577002,50,1,0
5.5285001,50,1,1
5.1805,50,0,1
5.7669001,50,1,0
3.3320999,50,0,1
5.6689,50,1,1
5.5253,50,1,0
4.0551,50,1,0
5.5351,50,0,0
4.4583998,50,0,0
5.5538001,50,0,0
6.0907998,50,0,0
4.8674998,50,0,0
6.4446998,50,0,0
6.1794,50,0,0
5.2591,50,0,0
5.1090999,50,0,0
5.4902,50,0,0
6.0071001,50,1,1
6.2463999,50,0,0
6.0882001,50,0,0
5.0221,50,0,1
5.2902999,50,1,0
5.8776999,50,0,0
6.0293002,50,0,1
6.2340999,50,0,0
5.8579001,50,1,1
5.4190998,50,1,0
5.4549999,50,1,1
5.7512999,50,1,0
5.9404998,50,0,1
5.8431001,50,0,0
5.934,50,0,1
4.5476999,50,0,0
5.9521999,50,1,0
5.3101001,50,0,1
5.6668,50,0,0
4.9660001,50,1,1
4.1392999,50,0,1
5.4061999,50,0,0
5.0493002,50,0,0
6.1795998,50,0,0
5.4303999,50,1,1
5.6237001,50,0,0
5.9624,50,1,1
5.4768,50,0,0
5.2336001,50,1,0
5.7838001,50,1,0
5.6199002,50,0,0
5.1891999,50,0,0
5.2631001,50,0,0
5.5089002,50,1,0
6.1346002,50,0,1
4.9997001,50,1,1
5.9352999,50,0,0
3.6779001,50,0,1
5.9310002,50,0,0
5.7631001,50,0,0
6.0655999,50,1,1
5.4349999,50,0,1
5.8243999,50,1,1
5.5166001,50,0,0
5.8431001,50,0,0
6.0899,50,0,0
5.2800999,50,1,1
6.1236,50,0,0
4.8063998,50,0,0
5.5611,50,1,1
4.8323002,50,1,0
5.7181001,50,0,0
6.2282,50,0,0
4.73,50,0,0
6.0254002,50,0,0
5.2094002,50,1,0
5.6259999,50,0,0
6.0169001,50,0,0
5.6683002,50,0,0
5.6928,50,0,0
6.0618,50,0,0
5.8916998,50,0,1
5.6862001,50,1,1
4.6064,50,0,0
5.6999002,50,0,0
5.0250001,50,1,0
5.3116999,50,0,1
5.3213,50,0,0
3.8728001,50,1,1
6.0302,50,0,0
5.7516999,50,0,1
6.2533002,50,0,1
6.0363002,50,0,0
5.9225998,50,1,0
5.9412999,50,1,0
5.1202998,50,0,0
5.7909002,50,1,1
6.2845998,50,0,0
5.6645999,50,0,0
5.1293998,50,0,0
5.7486,50,0,0
4.6093001,50,0,1
6.0302,50,0,1
5.3541999,50,0,0
5.3053999,50,0,0
5.0977998,50,0,0
4.4362001,50,1,0
4.9196,50,1,0
5.1861,50,1,1
5.1891999,50,0,1
6.0741,50,1,0
5.6299,50,0,1
5.4467001,50,0,0
5.2256999,50,0,0
5.6686001,50,0,0
4.8102999,50,0,0
4.3987002,50,0,0
4.2336001,50,0,0
5.8227,50,0,1
5.4232001,50,0,1
6.3395,50,1,0
5.0964999,50,0,1
4.8354001,50,0,1
5.4863,50,1,1
5.0977998,50,1,1
5.2939,50,0,0
4.9997001,50,0,0
5.6150999,50,1,0
6.2371998,50,0,0
5.9521999,50,0,0
6.0009999,50,0,0
5.1293998,50,0,0
5.9656,50,0,0
5.4768,50,0,1
5.0359998,50,0,0
5.8111,50,1,1
5.2073002,50,0,0
5.8706999,50,0,1
5.8415999,50,0,1
5.6799002,50,0,1
6.0946999,50,0,1
5.2072001,50,1,0
5.3527002,50,1,1
5.5538001,50,0,0
5.4123001,50,1,1
5.987,50,0,0
5.2409,50,1,0
4.2131,50,0,1
5.1985998,50,0,1
6.1627998,50,0,0
6.0907998,50,0,0
5.6065001,50,0,0
5.7428002,50,0,0
5.4414001,50,0,0
4.8070002,50,0,0
5.5945001,50,0,1
5.7516999,50,0,0
5.1536999,50,0,0
5.9562998,50,0,0
5.2073002,50,1,0
2.8474,50,1,0
5.4632001,50,0,0
5.3723998,50,0,0
6.7512999,50,0,0
5.6568999,50,0,0
5.8227,50,1,0
6.2181001,50,1,0
4.9064999,50,1,0
4.9061999,50,1,0
5.2886,50,0,1
5.0953999,50,0,1
5.6410999,50,0,0
5.8431001,50,1,1
5.3927002,50,0,0
6.3130999,50,0,0
5.3965001,50,0,0
5.7782001,50,0,1
5.1891999,50,0,0
5.7108998,50,1,0
5.8951001,50,0,0
5.2027998,50,1,0
5.4928999,50,0,0
6.3466001,50,1,0
5.3522,50,0,0
5.8129001,50,0,1
3.6824999,50,1,0
6.4541998,50,0,1
5.3660002,50,0,0
5.6199002,50,1,1
5.7824998,50,0,0
5.4949999,50,0,0
5.4949999,50,1,1
6.3017001,50,1,0
5.3323002,50,0,0
4.3246002,50,0,0
5.7909002,50,1,0
6.0458999,50,0,0
6.0710001,50,0,0
5.0832,50,0,0
6.0458999,50,1,1
5.7516999,50,0,0
5.4696999,50,0,1
6.0646,50,1,0
6.0302,50,0,0
5.934,50,0,0
5.9656,50,1,0
3.5232,50,0,0
5.7832999,50,0,0
5.4359999,50,0,0
4.9752002,50,1,1
5.2378001,50,0,0
5.7424998,50,0,0
5.4499002,50,0,0
5.3719001,50,0,0
5.8540001,50,0,0
5.2385998,50,0,0
5.5005999,50,1,0
5.8578,50,1,0
5.0977998,50,0,1
5.2073998,50,0,0
4.8009,50,0,1
5.7810001,50,0,0
6.8502998,50,1,1
5.1293998,50,1,0
5.2610998,50,0,0
5.7775002,50,0,0
5.8916998,50,0,1
5.8415999,50,0,0
6.1236,50,0,0
5.3989,50,0,0
6.4664998,50,0,0
4.3382001,50,0,0
5.8822999,50,1,0
4.7595,50,1,0
5.5602002,50,0,0
5.1891999,50,0,0
5.1176,50,1,1
5.4145002,50,0,0
5.8902001,50,1,0
5.3053999,50,0,1
4.7582002,50,1,0
5.5963001,50,1,1
5.7516999,50,1,1
5.0359998,50,1,0
5.3544002,50,1,0
5.4414001,50,1,0
5.5214,50,0,1
5.2591,50,0,1
5.6199002,50,1,1
5.9352002,50,1,0
2.9565001,50,0,0
6.6248999,50,0,1
4.9526,50,1,0
5.8965998,50,0,1
6.0545998,50,1,1
5.552,50,1,1
5.8288999,50,1,1
5.0100999,50,0,0
5.3407001,50,0,0
4.1086998,50,0,0
5.2632999,50,1,1
2.4591,50,0,1
5.8469,50,1,1
4.8663998,50,0,0
4.5658998,50,0,1
4.7810998,50,0,1
6.0655999,50,1,1
5.4082999,50,0,0
5.4035001,50,0,0
4.3622999,50,0,0
4.9147,50,0,0
5.7377,50,1,0
5.7764001,50,0,0
4.9945002,50,0,0
6.2767,50,0,1
5.9731998,50,0,0
5.0802999,50,0,0
5.7740002,50,1,1
5.5285001,50,1,1
4.8790002,50,0,0
5.6911998,50,1,1
5.4414001,50,0,0
4.9267998,50,0,0
5.5184999,50,0,1
5.4573998,50,0,0
5.4506001,50,0,1
6.1872001,50,0,0
5.2073002,50,0,0
5.6668,50,0,0
6.1898999,50,0,0
4.4789,50,0,0
6.0064001,50,0,0
6.0592999,50,1,0
5.4696999,50,1,0
5.5897002,50,1,1
4.1374002,50,1,1
5.6915002,50,0,0
5.4102001,50,0,0
5.4949999,50,1,1
5.9782,50,0,0
5.1536999,50,0,1
5.9036999,50,1,1
5.6248999,50,1,1
5.5728002,50,0,0
4.4850001,50,0,0
5.4596,50,1,0
4.9861999,50,0,0
4.7104001,50,1,0
5.9275999,50,0,1
4.9196,50,1,1
6.0064998,50,0,1
4.9919,50,1,0
4.6877999,50,0,0
5.4548001,50,0,0
5.2756,50,1,0
5.8822999,50,0,1
4.1076999,50,1,0
5.1808,50,0,0
5.3323002,50,0,0
4.7037001,50,1,1
6.4840999,50,0,0
5.4273,50,1,1
4.6122999,50,0,0
4.9024,50,0,1
3.9591999,50,1,1
5.7256999,50,0,1
5.2182999,50,0,0
4.5869002,50,0,0
4.7783999,50,1,1
6.7072001,50,0,0
5.3976002,50,0,1
6.3824,50,0,0
5.6795998,50,0,0
5.7817001,50,0,0
5.2800999,50,0,1
5.9984999,50,0,0
5.1931,50,0,1
5.7516999,50,0,0
5.8965998,50,0,0
5.9656,50,1,0
5.7333002,50,0,1
5.3976002,50,0,0
5.7094002,50,0,0
4.4159999,50,0,0
4.9977002,50,0,0
5.6687002,50,1,1
5.0250001,50,0,1
5.5056,50,0,0
5.7094002,50,1,0
6.0893002,50,0,0
6.7721,50,0,0
5.7897,50,1,1
5.6918001,50,0,0
4.7277002,50,0,1
5.9562998,50,0,1
4.9868999,50,1,1
6.0785999,50,0,0
5.8133998,50,0,1
5.3648,50,0,0
6.1506,50,0,0
5.2781,50,0,0
5.5686998,50,0,1
5.1296,50,0,1
6.0714998,50,1,0
5.6687002,50,0,1
5.8955998,50,0,0
6.0609002,50,0,0
6.5179,50,1,0
5.5686998,50,1,0
4.9061999,50,0,0
5.0177002,50,0,0
5.3270001,50,1,1
4.2915001,50,0,0
5.6097002,50,0,0
6.2516999,50,0,1
5.0221,50,0,0
6.0458999,50,1,1
5.4370999,50,0,0
5.8469,50,0,0
4.3213,50,0,0
4.5700998,50,0,0
5.7181001,50,0,1
5.0977998,50,0,0
4.3037,50,0,1
5.9562998,50,0,0
5.8119001,50,0,1
6.1236,50,0,0
6.1476002,50,0,0
5.1671,50,1,0
6.0899,50,1,0
4.7522998,50,0,1
5.5830002,50,0,0
5.3526001,50,0,1
5.9200001,50,0,0
5.0023999,50,0,0
5.9193001,50,1,0
6.3133001,50,0,0
5.5686998,50,0,0
5.1202998,50,0,1
5.7832999,50,0,0
5.5351,50,0,0
4.9754,50,1,0
5.6554999,50,0,0
5.4456,50,0,1
5.8031001,50,0,0
4.7765002,50,0,0
5.6199002,50,1,1
6.1795998,50,0,0
3.0783,50,0,0
5.6599998,50,0,1
6.2714,50,0,0
3.7520001,50,1,1
5.7392001,50,1,1
5.0163002,50,0,0
5.9155998,50,1,0
6.1236,50,0,0
6.1479001,50,0,1
6.0181999,50,0,1
5.9947,50,0,0
6.092,50,1,0
6.0293002,50,0,0
6.1198001,50,1,0
6.2052999,50,0,0
5.7315001,50,0,0
5.7336998,50,1,0
6.5362,50,0,1
4.8035002,50,0,0
4.4826002,50,1,1
5.5672998,50,1,0
4.7192001,50,0,0
5.2073002,50,0,1
5.6599998,50,0,0
5.494,50,0,0
5.4863,50,1,0
5.8133998,50,0,0
5.3976002,50,1,0
4.6279998,50,0,0
5.5285001,50,0,0
4.5658998,50,1,0
5.0221,50,1,0
5.5243001,50,0,0
5.6128001,50,0,1
4.8896999,50,0,0
4.8745999,50,1,1
5.4949999,50,0,0
5.7238998,50,0,0
5.9412999,50,0,0
5.4768,50,1,0
2.3308001,50,0,0
5.6645999,50,0,0
5.0837998,50,1,0
5.5374999,50,0,0
5.5686998,50,0,0
5.7522998,50,0,0
5.1198001,50,1,0
4.0338001,50,1,0
6.0242,50,0,0
5.4414001,50,0,0
5.4772,50,0,0
5.7599001,50,0,0
5.0106001,50,0,0
4.6613002,50,0,1
5.8481002,50,0,0
5.0106001,50,1,0
5.5739002,50,0,0
5.6687002,50,0,0
5.9984002,50,0,0
5.7094002,50,1,0
6.0110002,50,0,0
6.0302,50,0,0
4.5700002,50,1,0
5.7516999,50,0,0
6.6073999,50,0,0
4.2426,50,1,0
5.7108998,50,0,0
6.2146001,50,1,0
5.7832999,50,0,1
5.7968998,50,0,1
5.7094002,50,0,0
5.5240998,50,0,1
5.7108998,50,0,1
5.7181001,50,0,0
6.0833001,50,0,0
5.1466999,50,0,0
3.8915,50,0,0
5.5602002,50,1,0
5.1890001,50,0,0
5.0015001,50,0,0
5.4949999,50,0,0
5.6686001,50,0,0
4.9755998,50,0,0
4.2937002,50,0,0
5.7030001,50,1,1
6.0591998,50,1,1
5.0932002,50,0,0
5.5816002,50,0,0
3.4883001,50,0,0
4.9717999,50,0,0
4.9924002,50,0,0
5.8023,50,0,0
5.5994,50,0,0
5.5124002,50,0,0
5.6178002,50,0,0
5.8632998,50,0,1
5.2725,50,0,0
4.7617002,50,0,1
5.9563999,50,0,0
6.0899,50,1,0
4.0124002,50,0,1
5.2835002,50,0,0
4.7855,50,0,1
5.4081998,50,1,0
5.0177002,50,0,0
5.4573998,50,1,0
5.5419998,50,0,0
6.1092,50,0,1
5.2535,50,0,0
5.4349999,50,0,1
5.5773001,50,0,0
5.3470998,50,0,0
5.7075,50,0,1
5.6475,50,0,0
5.3916998,50,0,0
5.4284,50,1,1
5.1718998,50,0,0
5.6554999,50,1,0
4.5700998,50,0,0
4.7372999,50,1,0
5.3323002,50,0,1
5.4349999,50,0,0
4.4365001,50,0,1
5.9200001,50,0,1
5.8634,50,1,1
4.6732998,50,0,0
5.6683002,50,0,0
5.2631001,50,0,0
6.7540998,50,0,1
5.7291002,50,0,1
5.2988,50,0,0
5.2983999,50,0,0
6.7111001,50,0,0
5.9295998,50,0,1
5.2653999,50,0,0
5.7424998,50,1,1
5.6880002,50,0,0
5.5773001,50,0,0
4.5165,50,1,0
5.9562998,50,0,1
5.0221,50,0,1
5.4558001,50,0,0
6.4145999,50,0,0
4.9754,50,0,0
5.5661998,50,0,0
6.2632999,50,0,1
2.7952001,50,1,0
4.9024,50,0,0
6.0938001,50,1,1
6.1280999,50,0,0
5.1005998,50,0,1
5.8288999,50,0,0
5.6928,50,0,0
5.5657001,50,0,0
4.9713001,50,0,0
6.3786998,50,0,0
5.8916998,50,0,0
4.3179998,50,1,0
6.0426002,50,1,1
5.7181001,50,0,0
5.9558001,50,0,0
5.8743,50,1,0
5.5307002,50,0,0
4.5942001,50,1,0
6.0574999,50,0,0
5.7181001,50,0,0
6.0646,50,1,0
5.4232001,50,1,0
5.3968,50,1,0
4.5454001,50,0,0
6.2979002,50,0,0
4.9699001,50,0,1
6.1964002,50,0,0
4.5492001,50,0,0
5.6433001,50,0,0
6.1401,50,1,1
5.7550998,50,0,0
5.987,50,0,0
6.1055002,50,0,1
5.7578001,50,0,0
5.8646998,50,1,0
6.1202002,50,1,1
5.8578,50,0,0
5.0493002,50,0,0
5.7340999,50,1,1
4.6809001,50,0,0
5.4152999,50,1,0
5.4548001,50,1,0
5.9656,50,0,0
6.1280999,50,1,1
5.4036999,50,1,1
6.0254002,50,1,1
6.5022998,50,1,1
5.1883998,50,0,0
5.6462998,50,0,0
4.8017998,50,0,0
4.8541999,50,0,0
5.8603001,50,1,0
5.3968,50,0,0
5.8743,50,0,0
4.7874999,50,0,0
5.7832999,50,0,0
5.4349999,50,0,0
5.9063001,50,0,0
5.6199002,50,0,0
4.8745999,50,0,0
5.2480998,50,1,0
5.8916998,50,1,0
6.0254002,50,0,1
4.9754,50,0,0
5.4148002,50,1,1
4.9017,50,1,0
4.7810998,50,1,0
5.6507001,50,1,0
5.6645999,50,0,0
5.7445998,50,0,1
6.1315999,50,0,0
5.3808999,50,0,0
5.6090002,50,0,1
5.3369999,50,1,1
5.4863,50,0,1
5.8757,50,0,0
5.2591,50,1,0
5.7291002,50,1,0
5.0015001,50,0,1
6.1880999,50,1,0
5.3808999,50,1,1
4.2048001,50,1,1
5.4772,50,0,0
5.8509998,50,0,0
5.8520999,50,0,0
5.2269001,50,0,1
6.0009999,50,0,0
4.9119,50,0,1
6.1540999,50,0,0
5.5956001,50,1,0
6.2877998,50,0,0
4.6025,50,0,0
5.7832999,50,1,1
6.0293002,50,1,0
5.3527002,50,0,0
5.4570999,50,1,0
4.5830002,50,0,0
5.0837998,50,0,0
6.2522998,50,0,1
5.1536999,50,1,0
5.1891999,50,0,1
5.1891999,50,0,1
5.9067001,50,1,1
4.9415998,50,0,0
4.4013,50,0,1
4.1410999,50,1,0
4.1953001,50,0,0
6.0190001,50,0,0
5.3116999,50,0,0
4.9103999,50,0,1
6.092,50,0,0
3.9191,50,1,1
4.3214998,50,0,0
5.3386002,50,0,1
5.5351,50,0,0
3.6496999,50,0,0
5.4303999,50,0,0
5.5288,50,1,0
5.6922998,50,1,0
5.3116999,50,0,0
6.0254002,50,0,1
5.4709001,50,1,1
5.9242001,50,1,0
5.1202998,50,1,1
6.0246,50,1,1
5.7108998,50,0,0
5.8578,50,0,0
5.4397001,50,1,0
5.2409,50,1,0
5.3710999,50,0,0
4.5700998,50,0,1
4.6782999,50,0,0
5.1536999,50,0,0
5.0037999,50,1,0
5.9446001,50,0,0
5.1696,50,0,1
5.6128001,50,0,0
4.8453002,50,1,0
4.9850998,50,1,1
4.3246002,50,1,0
5.4145002,50,1,0
5.7168999,50,0,1
5.6863999,50,0,0
6.2487001,50,0,0
4.2729001,50,1,1
5.2561998,50,1,1
5.1023998,50,0,1
5.0314999,50,0,1
6.2217002,50,1,1
5.5602002,50,0,0
6.4418001,50,0,1
5.5351,50,0,0
5.7108998,50,0,1
5.5373998,50,0,0
4.9061999,50,0,1
5.8509998,50,0,0
5.6686001,50,0,1
5.4369001,50,0,0
5.7832999,50,0,1
5.7863998,50,0,1
5.7516999,50,0,0
5.9886999,50,0,1
5.7424998,50,0,0
4.0258999,50,1,0
5.6394,50,0,0
5.6554999,50,0,0
6.0458999,50,0,0
6.1280999,50,0,0
5.9001002,50,0,0
5.5074,50,0,0
6.1794,50,0,0
6.0897002,50,0,0
5.4863,50,0,0
5.9656,50,0,0
5.6176,50,1,1
5.8227,50,0,1
6.0545998,50,0,1
5.3762002,50,0,1
5.7181001,50,0,1
6.3617001,50,1,0
5.2073002,50,1,0
4.8418999,50,0,0
5.9004002,50,0,0
5.3070998,50,1,1
5.9243999,50,0,1
6.0254002,50,1,0
5.1499,50,0,0
5.3920002,50,0,0
5.2185998,50,0,1
5.2631001,50,0,1
5.6462998,50,0,0
5.2873001,50,0,0
4.3562002,50,0,0
5.8558998,50,0,0
5.5773001,50,0,0
6.46,50,0,0
5.6645999,50,1,0
